,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow
STX,59786000.0,9983000.0,,6634000.0,32243000.0,729000.0,303000.0,32669000.0,3899000.0,10631000.0,37000.0,39804000.0,,39804000.0,,31898000.0,30458000.0,1127567000.0,477503000.0,972000.0,7172000.0,100571000.0,183727000.0,2164000.0,14999000.0,26214000.0,,,1353658000.0,244791000.0,185447000.0,,6479000.0,279706000.0,,269460000.0,,,679270000.0,158425000.0,22322000.0,,,,1053000.0,0.0,,,,,43648000.0,10232000.0,34613000.0,7996000.0,-25221000.0,,1497000.0,48001000.0
SUW,24291000.0,18454000.0,1016000.0,2457000.0,2364000.0,557000.0,95000.0,2826000.0,5000.0,604000.0,,983000.0,,983000.0,,648000.0,648000.0,113040000.0,37732000.0,,,225000.0,17066000.0,7021000.0,17837000.0,,983000.0,518000.0,,173433000.0,8391000.0,-665000.0,11944000.0,,16189000.0,,11936000.0,,37000.0,6450000.0,46038000.0,,,,1820000.0,564000.0,45815000.0,,,,5575000.0,1734000.0,-3167000.0,3491000.0,-2563000.0,,,-1040000.0
SWD,9996000.0,8935000.0,55000.0,1402000.0,-396000.0,632000.0,167000.0,11754000.0,-12423000.0,1260000.0,,-1929000.0,,-1086000.0,,-1093000.0,-1132000.0,51429000.0,72000.0,,889000.0,7031000.0,5893000.0,297000.0,3241000.0,1231000.0,,,135059000.0,18978000.0,61182000.0,,0.0,24590000.0,,,,,3171000.0,9142000.0,10853000.0,,,352000.0,0.0,0.0,,,,,682000.0,1515000.0,-89000.0,95000.0,-2044000.0,,,-18000.0
SWG,115996000.0,89694000.0,7185000.0,15797000.0,3320000.0,1394000.0,-37000.0,4751000.0,1281000.0,1259000.0,,-3108000.0,,-3108000.0,-329000.0,2585000.0,2665000.0,199416000.0,60918000.0,87928000.0,16069000.0,6819000.0,225337000.0,34893000.0,109969000.0,1549000.0,58054000.0,135086000.0,251811000.0,173255000.0,3652000.0,,200773000.0,7412000.0,42636000.0,,11351000.0,,,76598000.0,10562000.0,35976000.0,,,25014000.0,57608000.0,480538000.0,,,,-23057000.0,1796000.0,-907000.0,1873000.0,4339000.0,800000.0,0.0,-2926000.0
TAR,120810000.0,101422000.0,12729000.0,3385000.0,3273000.0,800000.0,609000.0,3465000.0,291000.0,1475000.0,,2280000.0,,2280000.0,,1835000.0,1835000.0,210453000.0,5480000.0,234070000.0,,80000.0,4670000.0,141381000.0,37918000.0,77405000.0,1200000.0,11946000.0,14763000.0,317409000.0,115407000.0,11347000.0,,100428000.0,,95168000.0,,63656000.0,,29053000.0,24487000.0,132263000.0,55786000.0,52479000.0,,12012000.0,12480000.0,1631000.0,476638000.0,,11150000.0,3651000.0,-13665000.0,13748000.0,41505000.0,43466000.0,0.0,-5292000.0
TBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIM,107265000.0,,,,-187000.0,168000.0,1334000.0,-1353000.0,59000.0,310000.0,,-1687000.0,,-1687000.0,,-1553000.0,-1543000.0,92779000.0,27742000.0,,,1636000.0,176503000.0,67761000.0,119850000.0,460000.0,762000.0,,283063000.0,168335000.0,,11698000.0,,1623000.0,,1075000.0,,201000.0,8509000.0,83401000.0,,,,5981000.0,39000.0,249870000.0,,,,,86000.0,2003000.0,-4906000.0,1507000.0,-4034000.0,,,-8378000.0
TLX,22235000.0,18170000.0,927000.0,1752000.0,1386000.0,588000.0,-41000.0,2015000.0,43000.0,18000.0,,3031000.0,,1631000.0,,1292000.0,1292000.0,28220000.0,1364000.0,26369000.0,108000.0,,452000.0,31984000.0,2972000.0,20873000.0,,3137000.0,690000.0,,87183000.0,44556000.0,3000000.0,,42895000.0,,18895000.0,,7839000.0,,,6445000.0,19002000.0,17795000.0,,,41000.0,65000.0,59148000.0,,5417000.0,661000.0,145000.0,973000.0,203000.0,,0.0,-1296000.0
TMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNX,23632362000.0,20271970000.0,5493839000.0,,,666175000.0,1007696000.0,1450407000.0,,215031000.0,,1235376000.0,,1235376000.0,,973965000.0,497523000.0,,,,,,,,,,,,,,570466988000.0,31443259000.0,1318131000.0,,30125129000.0,17531974000.0,453970922000.0,,9831754000.0,3866795000.0,,440272372000.0,67520833000.0,,,22704386000.0,,44816447000.0,,570466988000.0,6223259000.0,,-5059560000.0,126489000.0,-459577000.0,0.0,2088772000.0,961168000.0
TOA,62574000.0,40742000.0,9628000.0,2749000.0,9455000.0,66000.0,224000.0,9297000.0,50000.0,202000.0,,9587000.0,,9587000.0,,7127000.0,6475000.0,26394000.0,2524000.0,19525000.0,353000.0,,2134000.0,236253000.0,172959000.0,,,,82362000.0,160243000.0,97141000.0,7521000.0,,26055000.0,1974000.0,821000.0,,,,1119000.0,,,74569000.0,,,4969000.0,,168617000.0,,,15805000.0,562000.0,-629000.0,643000.0,-19199000.0,-1000.0,,-2298000.0
TOR,118882000.0,110223000.0,395000.0,4044000.0,4220000.0,79000.0,95000.0,4204000.0,-90000.0,1014000.0,,3100000.0,,3100000.0,,2486000.0,2486000.0,,11028000.0,67404000.0,22262000.0,1313000.0,25384000.0,501958000.0,22479000.0,119315000.0,30700000.0,189332000.0,135406000.0,,654980000.0,174817000.0,,,,32261000.0,,25066000.0,,,8344000.0,362039000.0,170665000.0,38270000.0,386000.0,,243173000.0,32492000.0,654980000.0,,50647000.0,2623000.0,-537000.0,328000.0,-22542000.0,,,56912000.0
TOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPE,4507180000.0,3695778000.0,127343000.0,165231000.0,518828000.0,21047000.0,16273000.0,464487000.0,12597000.0,89731000.0,,387353000.0,,387353000.0,,319136000.0,318411000.0,26595950000.0,1518253000.0,24147608000.0,,631564000.0,400743000.0,4755521000.0,1665774000.0,2166531000.0,15878000.0,636909000.0,270429000.0,33041000.0,32355570000.0,17327165000.0,8762747000.0,,8909417000.0,466334000.0,9304341000.0,7299000.0,7685592000.0,,,4167443000.0,4020304000.0,1370925000.0,577501000.0,,,1874004000.0,324934000.0,34822868000.0,1521756000.0,423414000.0,-1003335000.0,1022375000.0,-47468000.0,,9830000.0,23102000.0
TRI,7626000.0,7803000.0,,1316000.0,-1228000.0,66000.0,18000.0,-1180000.0,5000.0,345000.0,,-1520000.0,,-1520000.0,,-1704000.0,-1704000.0,32994000.0,12000.0,,265000.0,1331000.0,206290000.0,119128000.0,5083000.0,702000.0,253000.0,,427547000.0,121700000.0,25458000.0,,64701000.0,12776000.0,14642000.0,0.0,,,41000.0,24451000.0,8994000.0,,,158000.0,6704000.0,0.0,,,,,7123000.0,79000.0,-56000.0,67000.0,-4691000.0,,,-560000.0
TRK,343840000.0,310522000.0,1978000.0,12569000.0,18771000.0,847000.0,490000.0,19128000.0,1108000.0,4468000.0,,15768000.0,,15768000.0,,17108000.0,16747000.0,714909000.0,384690000.0,,14182000.0,21712000.0,674378000.0,113573000.0,279067000.0,14859000.0,4815000.0,,2031142000.0,622590000.0,41120000.0,,684368000.0,59180000.0,,36960000.0,,,43691000.0,860426000.0,409566000.0,28538000.0,,,370000.0,529782000.0,,,,,17162000.0,5510000.0,-16494000.0,1652000.0,-3836000.0,,,-16539000.0
TRN,18533000.0,12164000.0,,1012000.0,1176000.0,478000.0,193000.0,-393000.0,-157000.0,1297000.0,-1000.0,4178000.0,,4178000.0,,3370000.0,3370000.0,28606000.0,27000.0,38630000.0,,9000.0,2373000.0,117169000.0,163000.0,6000.0,112000.0,313000.0,,38237000.0,17004000.0,638000.0,0.0,16405000.0,,12332000.0,,1602000.0,,9243000.0,2520000.0,61125000.0,36915000.0,7829000.0,,9620000.0,4379000.0,14921000.0,,,2187000.0,907000.0,-2493000.0,90000.0,-4102000.0,2277000.0,,-7494000.0
TRR,5253000.0,4635000.0,456000.0,508000.0,-138000.0,3000.0,8000.0,-143000.0,45000.0,53000.0,-91000.0,-116000.0,,-116000.0,,-186000.0,-186000.0,13295000.0,27000.0,12329000.0,,2060000.0,58000.0,5558000.0,1699000.0,4445000.0,391000.0,636000.0,,18561000.0,11445000.0,11300000.0,,4144000.0,,617000.0,,800000.0,,,717000.0,496000.0,,,,90000.0,49000.0,20127000.0,,,597000.0,278000.0,-253000.0,226000.0,-342000.0,,,-6000.0
TSG,18057000.0,15207000.0,149000.0,2111000.0,590000.0,97000.0,252000.0,435000.0,477000.0,359000.0,,2553000.0,,2553000.0,,2334000.0,2505000.0,53008000.0,414000.0,45699000.0,308000.0,,2792000.0,2812000.0,21724000.0,1740000.0,34127000.0,506000.0,,111465000.0,78763000.0,11350000.0,,62968000.0,488000.0,6508000.0,,,,1435000.0,22333000.0,45229000.0,2961000.0,,,8434000.0,60000.0,121421000.0,,,837000.0,740000.0,-305000.0,291000.0,-1529000.0,,,-1393000.0
TXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U2K,6070000.0,4590000.0,451000.0,933000.0,96000.0,180000.0,173000.0,103000.0,8000.0,38000.0,,351000.0,,351000.0,,129000.0,130000.0,11975000.0,5796000.0,,,453000.0,8760000.0,1904000.0,9102000.0,,1122000.0,,,18373000.0,2735000.0,,13894000.0,-3000.0,1446000.0,,,,1929000.0,4499000.0,5464000.0,1164000.0,,,459000.0,1851000.0,25396000.0,,,,1426000.0,303000.0,54000.0,-13000.0,-1480000.0,,,-1029000.0
ULM,58111000.0,48285000.0,1690000.0,3950000.0,4186000.0,-251000.0,-2190000.0,5357000.0,455000.0,571000.0,359000.0,16254000.0,,16254000.0,,13166000.0,13166000.0,205782000.0,176000.0,2228000.0,,4426000.0,123982000.0,6430000.0,69393000.0,22000.0,,,270725000.0,259238000.0,10511000.0,,110939000.0,,2406000.0,,,,1811000.0,80366000.0,28696000.0,47973000.0,,,161000.0,,337252000.0,,,,28084000.0,19116000.0,-17293000.0,17416000.0,-25138000.0,,,-381000.0
UNI,256086000.0,239610000.0,598000.0,7777000.0,7501000.0,6104000.0,5419000.0,8185000.0,1351000.0,3257000.0,-396000.0,9469000.0,,9469000.0,,7810000.0,7334000.0,171281000.0,18917000.0,82400000.0,354000.0,18326000.0,300900000.0,120236000.0,257407000.0,1627000.0,150055000.0,46327000.0,284434000.0,139877000.0,3402000.0,,189806000.0,1095000.0,156748000.0,,41409000.0,,,115712000.0,72047000.0,8890000.0,,,91592000.0,3648000.0,554094000.0,,,,-49772000.0,1498000.0,-6139000.0,4634000.0,-7434000.0,-10266000.0,0.0,33340000.0
UNT,67450000.0,,19005000.0,2499000.0,-7715000.0,13722000.0,4645000.0,1362000.0,-387000.0,-431000.0,,9903000.0,,9903000.0,,7832000.0,7837000.0,13654000.0,2486000.0,10912000.0,,,1505000.0,144875000.0,44536000.0,92448000.0,610000.0,33017000.0,1748000.0,,371354000.0,59066000.0,5832000.0,,43193000.0,10692000.0,32103000.0,,12119000.0,,,18866000.0,391481000.0,186007000.0,,,11000.0,,31859000.0,,880000.0,249000.0,-273000.0,366000.0,636000.0,,321000.0,8165000.0
URS,33655000.0,30780000.0,3147000.0,4439000.0,-4711000.0,340000.0,105000.0,-4476000.0,117000.0,5068000.0,,-1074000.0,,-1074000.0,,-1075000.0,-997000.0,103754000.0,12216000.0,107044000.0,16960000.0,1489000.0,77143000.0,59627000.0,78408000.0,,1831000.0,,94731000.0,63670000.0,22180000.0,,24488000.0,2018000.0,39752000.0,4659000.0,,,6828000.0,87158000.0,53549000.0,73762000.0,,,3538000.0,2129000.0,395644000.0,,,,-198000.0,1635000.0,-655000.0,1079000.0,5654000.0,30000000.0,,-1177000.0
VGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIN,10203000.0,3654000.0,,3050000.0,4090000.0,293000.0,63000.0,4320000.0,533000.0,1481000.0,,4759000.0,,4759000.0,,4174000.0,4174000.0,9928000.0,22000.0,,3600000.0,629000.0,137409000.0,,149372000.0,10612000.0,1002000.0,,148744000.0,112921000.0,1159000.0,,84898000.0,365000.0,3522000.0,624000.0,,,240000.0,17692000.0,1155000.0,10053000.0,,,,39610000.0,,,,,2693000.0,43000.0,-3937000.0,0.0,-4293000.0,,,5481000.0
VOT,12911000.0,,,,702000.0,67000.0,106000.0,663000.0,92000.0,109000.0,,2041000.0,,2041000.0,,1568000.0,1586000.0,21543000.0,4616000.0,14939000.0,,428000.0,1310000.0,31681000.0,16000.0,19972000.0,2261000.0,316000.0,,30958000.0,18357000.0,1200000.0,,11813000.0,137000.0,4971000.0,,3735000.0,,,1173000.0,21649000.0,11407000.0,6923000.0,,,5868000.0,18381000.0,,,-865000.0,357000.0,-57000.0,7000.0,-5669000.0,,10000.0,4098000.0
VOX,32915000.0,26169000.0,782000.0,4589000.0,1376000.0,125000.0,325000.0,152000.0,47000.0,1331000.0,,4536000.0,,5597000.0,,4286000.0,4286000.0,175223000.0,46653000.0,128986000.0,,,,45356000.0,4704000.0,30712000.0,7536000.0,19057000.0,,1253000.0,65273000.0,8733000.0,,,,56555000.0,1156000.0,35054000.0,,,27030000.0,51867000.0,21173000.0,15788000.0,,,3510000.0,2052000.0,209199000.0,,9334000.0,6444000.0,-495000.0,1533000.0,-2005000.0,,,-9871000.0
VST,90670000.0,43722000.0,37788000.0,11599000.0,-2439000.0,14904000.0,4824000.0,7641000.0,38625000.0,10257000.0,,13330000.0,,13330000.0,,10583000.0,10583000.0,420809000.0,357601000.0,,326000.0,14848000.0,199234000.0,160612000.0,24743000.0,,559000.0,,628859000.0,305590000.0,37003000.0,,11478000.0,,309000.0,349000.0,,,2002000.0,194608000.0,53899000.0,31097000.0,,250000.0,14414000.0,,742702000.0,,,,-4385000.0,2727000.0,-2649000.0,2761000.0,3894000.0,-2000.0,,-2550000.0
VTG,2669000.0,2286000.0,570000.0,862000.0,-1049000.0,25000.0,79000.0,-1103000.0,199000.0,1494000.0,,-3304000.0,,-3304000.0,,-2605000.0,-2605000.0,333974000.0,257000.0,1354000.0,32000.0,265457000.0,17513000.0,561690000.0,5112000.0,,20913000.0,558000.0,,627695000.0,337438000.0,38713000.0,,,54481000.0,,24209000.0,,,1756000.0,37042000.0,21157000.0,15978000.0,,,9462000.0,,672447000.0,,,351000.0,37000.0,-927000.0,441000.0,27922000.0,,,26301000.0
VTI,,1429000.0,,177000.0,-2253000.0,,-128000.0,0.0,0.0,1000.0,,1000.0,,-11000.0,-11000.0,,,2336000.0,3000.0,18000.0,,,322000.0,,,3086000.0,,9000.0,,7057000.0,6432000.0,1484000.0,,13779000.0,,,,,,,424000.0,,,,,5000.0,,18494000.0,,,-226000.0,6000.0,126000.0,-57000.0,,,,
VTL,74680000.0,60024000.0,478000.0,6716000.0,7462000.0,884000.0,231000.0,8115000.0,-309000.0,1306000.0,,6500000.0,,6500000.0,,3635000.0,3695000.0,236390000.0,356000.0,243575000.0,1452000.0,4032000.0,7668000.0,325519000.0,12897000.0,321013000.0,3747000.0,10371000.0,,322079000.0,149819000.0,711000.0,,111647000.0,,128594000.0,,101063000.0,,,20872000.0,313051000.0,113694000.0,232692000.0,,,15835000.0,228000.0,287314000.0,,12026000.0,2667000.0,-22367000.0,22554000.0,15163000.0,,,-13972000.0
VVD,2173000.0,,,,447000.0,4000.0,36000.0,415000.0,0.0,9000.0,302000.0,911000.0,,911000.0,,716000.0,716000.0,667000.0,238000.0,356000.0,,36000.0,37000.0,5417000.0,3903000.0,2075000.0,0.0,2982000.0,237000.0,,16014000.0,4366000.0,2530000.0,,3411000.0,,2901000.0,,500000.0,,189000.0,3076000.0,9103000.0,1402000.0,931000.0,,422000.0,7459000.0,,36470000.0,-122000.0,74000.0,118000.0,35000.0,-149000.0,,,-1692000.0
WAS,105860000.0,89139000.0,4427000.0,4912000.0,7381000.0,574000.0,3907000.0,4048000.0,155000.0,1768000.0,46000.0,9152000.0,,9152000.0,,7397000.0,6967000.0,156094000.0,42244000.0,,7151000.0,3592000.0,136939000.0,12475000.0,131866000.0,12866000.0,37000.0,,205366000.0,162443000.0,91188000.0,,91412000.0,5021000.0,,,,,8716000.0,84911000.0,30020000.0,48045000.0,,,11823000.0,19828000.0,296060000.0,,,,27210000.0,3689000.0,-444000.0,2244000.0,-23646000.0,,912000.0,45591000.0
WAX,5518000.0,2381000.0,545000.0,795000.0,414000.0,193000.0,405000.0,673000.0,2000.0,31000.0,33000.0,57000.0,,57000.0,,105000.0,105000.0,8633000.0,11000.0,8139000.0,8000.0,,95000.0,2837000.0,,3415000.0,2077000.0,672000.0,,24904000.0,13356000.0,661000.0,-344000.0,13169000.0,,1447000.0,,7147000.0,,,2714000.0,4343000.0,3075000.0,750000.0,,,153000.0,16788000.0,,,729000.0,206000.0,-2858000.0,3920000.0,2772000.0,,,-2393000.0
WIK,8769000.0,6514000.0,1020000.0,1937000.0,-702000.0,994000.0,-449000.0,741000.0,,2009000.0,,-2057000.0,,-2057000.0,,2092000.0,2101000.0,101948000.0,8517000.0,83104000.0,,805000.0,144618000.0,105168000.0,7849000.0,29000.0,250000.0,,320546000.0,42315000.0,40030000.0,3102000.0,236000.0,74929000.0,,57704000.0,,,20121000.0,83863000.0,,,,3083000.0,47300000.0,146159000.0,,,,,3884000.0,461000.0,-8856000.0,794000.0,4204000.0,35000.0,,-2805000.0
WIS,61439000.0,,,,204000.0,811000.0,522000.0,1751000.0,761000.0,5000.0,-278000.0,,-278000.0,,2327000.0,2095000.0,,123842000.0,,,1505000.0,24000.0,209929000.0,1147000.0,2283000.0,12724000.0,4143000.0,,3854000.0,39307000.0,,117170000.0,36300000.0,4611000.0,,,,242000.0,122517000.0,46915000.0,15865000.0,,,448000.0,64136000.0,,,,,,-2644000.0,1257000.0,-3013000.0,6959000.0,5171000.0,2034000.0,,
WLB,11734000.0,9733000.0,800000.0,769000.0,432000.0,378000.0,617000.0,193000.0,1000.0,138000.0,,20000.0,,6000.0,,6000.0,6000.0,11324000.0,28000.0,9949000.0,,,72337000.0,30415000.0,40134000.0,,4557000.0,1547000.0,,141594000.0,32374000.0,16223000.0,,19608000.0,,17763000.0,,,,4114000.0,49272000.0,30105000.0,22266000.0,,,14763000.0,241000.0,29724000.0,,,-437000.0,328000.0,1000.0,10000.0,-20000.0,,,6000.0
WLT,164635000.0,134606000.0,11108000.0,4710000.0,14211000.0,133000.0,1139000.0,13205000.0,-89000.0,2501000.0,,7947000.0,,7947000.0,,7858000.0,7858000.0,184369000.0,27183000.0,251795000.0,192000.0,6266000.0,223548000.0,171665000.0,85173000.0,131000.0,906000.0,,327404000.0,142261000.0,12075000.0,,71975000.0,,59057000.0,,70275000.0,,2878000.0,43980000.0,104597000.0,,,,9461000.0,4598000.0,398956000.0,,,,23466000.0,3634000.0,-2679000.0,3358000.0,-7121000.0,,0.0,-21271000.0
WOJ,46137000.0,26250000.0,16305000.0,1883000.0,1699000.0,575000.0,863000.0,1411000.0,1088000.0,588000.0,,-1528000.0,,-1528000.0,,-1766000.0,-1766000.0,59072000.0,380000.0,47015000.0,,10000000.0,4322000.0,101221000.0,84985000.0,11527000.0,,1455000.0,879000.0,,164482000.0,60304000.0,12677000.0,,47269000.0,,17520000.0,,,,1602000.0,36618000.0,36351000.0,,,,3514000.0,0.0,132455000.0,,2984000.0,1617000.0,-2296000.0,1982000.0,-8362000.0,,0.0,-195000.0
WPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSE,238857000.0,215295000.0,10768000.0,28087000.0,17810000.0,3529000.0,3968000.0,17371000.0,-1533000.0,6345000.0,,9493000.0,,9073000.0,-86448000.0,-81361000.0,-84159000.0,375208000.0,403935000.0,34596000.0,,2761000.0,24695000.0,465927000.0,125558000.0,4563000.0,11334000.0,24431000.0,,874810000.0,314822000.0,6509000.0,,263797000.0,71440000.0,,343000.0,,,49781000.0,125167000.0,203818000.0,69601000.0,,,30722000.0,,1019547000.0,,,-3004000.0,1310000.0,-30032000.0,15523000.0,30363000.0,-196000.0,,-8199000.0
WST,67476000.0,48049000.0,6728000.0,9508000.0,3191000.0,1644000.0,310000.0,4525000.0,,343000.0,,4742000.0,,4742000.0,107000.0,107000.0,,102562000.0,4754000.0,0.0,43000.0,7278000.0,92890000.0,48144000.0,40221000.0,413000.0,8524000.0,,249440000.0,71618000.0,5000000.0,,,120451000.0,0.0,22354000.0,,,30924000.0,48956000.0,,,,,1693000.0,282941000.0,,,,,3534000.0,3564000.0,979000.0,1054000.0,-2962000.0,,87000.0,
WTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWL,143941000.0,89818000.0,21128000.0,9114000.0,23881000.0,259000.0,656000.0,23484000.0,1133000.0,-117000.0,,27874000.0,,42014000.0,,34606000.0,34606000.0,206619000.0,2885000.0,296534000.0,58000.0,2768000.0,65624000.0,17699000.0,46378000.0,9598000.0,,381000.0,840000.0,519368000.0,496880000.0,7499000.0,,585892000.0,,17818000.0,,,,11509000.0,53739000.0,76357000.0,,,,6029000.0,18612000.0,499766000.0,,,15429000.0,3544000.0,-12588000.0,12593000.0,,,,-3122000.0
WXF,88264000.0,,,,26259000.0,-1188000.0,13174000.0,112879000.0,3782000.0,26363000.0,-568000.0,89730000.0,,89730000.0,,62344000.0,34642000.0,1727930000.0,147000.0,812144000.0,,12208000.0,186961000.0,3398000.0,23855000.0,29809000.0,27976000.0,,1593871000.0,201145000.0,215276000.0,-1283000.0,82716000.0,-108593000.0,749297000.0,,582151000.0,,77192000.0,340304000.0,145944000.0,319838000.0,,,102238000.0,,2144564000.0,,,,12707000.0,,-4406000.0,16239000.0,-16916000.0,,,3124000.0
XTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOL,15288000.0,7981000.0,,1606000.0,5701000.0,0.0,47000.0,1792000.0,149000.0,1839000.0,,102000.0,,102000.0,,518000.0,518000.0,5681000.0,2129000.0,4268000.0,69000.0,,,20706000.0,780000.0,,18388000.0,,,171878000.0,114596000.0,19700000.0,,21716000.0,,7543000.0,,9525000.0,,,25894000.0,19533000.0,29657000.0,,,2008000.0,,194104000.0,,,10173000.0,,-4935000.0,343000.0,-179000.0,,0.0,-7084000.0
ZAP,983376000.0,767672000.0,66076000.0,40293000.0,109335000.0,5159000.0,3437000.0,111057000.0,4051000.0,-902000.0,1244000.0,78430000.0,,32468000.0,,29627000.0,28441000.0,2175229000.0,53000000.0,2228635000.0,78735000.0,10940000.0,1112858000.0,292958000.0,538772000.0,0.0,478797000.0,,3000.0,4283754000.0,191150000.0,,1018227000.0,,99875000.0,37000.0,20203000.0,,,185511000.0,636639000.0,521398000.0,31823000.0,,,34154000.0,62681000.0,4313952000.0,,,33948000.0,37666000.0,26005000.0,61222000.0,-200337000.0,,12000.0,-33448000.0
ZEP,689510000.0,518065000.0,953000.0,45371000.0,125121000.0,4315000.0,3841000.0,125595000.0,6139000.0,352000.0,,131382000.0,,131382000.0,,105569000.0,101125000.0,5338706000.0,86492000.0,5140188000.0,,165042000.0,138819000.0,1111409000.0,225183000.0,280818000.0,76979000.0,280662000.0,218930000.0,,4702469000.0,2143658000.0,101647000.0,,1095990000.0,1821436000.0,,863717000.0,,,937517000.0,893742000.0,185571000.0,405724000.0,,,388350000.0,12962000.0,6561114000.0,,212675000.0,90153000.0,-112353000.0,116154000.0,-64749000.0,,,-122878000.0
ZMT,45664000.0,33294000.0,12000.0,4615000.0,7743000.0,227000.0,199000.0,7771000.0,1718000.0,-608000.0,,10097000.0,,10097000.0,,9078000.0,9078000.0,142126000.0,16974000.0,111042000.0,328000.0,2632000.0,112501000.0,8186000.0,124797000.0,36741000.0,1585000.0,,264323000.0,155438000.0,74144000.0,,138366000.0,,24339000.0,,,,31341000.0,86123000.0,33308000.0,37662000.0,,39950000.0,125000.0,198787000.0,,,,,-3451000.0,1612000.0,-950000.0,1075000.0,-5867000.0,,,-6508000.0
ZRE,34945000.0,32227000.0,,1684000.0,-755000.0,1080000.0,895000.0,-570000.0,126000.0,293000.0,,-6925000.0,,-95000.0,436000.0,436000.0,,20755000.0,422000.0,21822000.0,,327000.0,31516000.0,5929000.0,23801000.0,275000.0,6808000.0,3088000.0,,58308000.0,6077000.0,4361000.0,-83000.0,,1542000.0,,,,,4925000.0,33842000.0,18069000.0,3914000.0,,456000.0,,51100000.0,,,,9026000.0,419000.0,-210000.0,638000.0,-1186000.0,162000.0,-245000.0,
ZST,5517000.0,5594000.0,39000.0,621000.0,-1147000.0,1663000.0,55000.0,2326000.0,1797000.0,8447000.0,,-42124000.0,,-42124000.0,,-41506000.0,-39803000.0,74120000.0,55095000.0,13164000.0,3930000.0,533000.0,6593000.0,2016000.0,20784000.0,1164000.0,3403000.0,,62833000.0,79121000.0,20500000.0,,46924000.0,,15719000.0,,1652000.0,,3802000.0,31869000.0,,205000.0,,,45000.0,119000.0,111754000.0,,,,-2222000.0,435000.0,-254000.0,443000.0,-1256000.0,,,-58000.0
ZUE,138076000.0,133846000.0,,4937000.0,-707000.0,4119000.0,1396000.0,2015000.0,595000.0,588000.0,,2022000.0,,2022000.0,,554000.0,262000.0,163010000.0,44098000.0,85681000.0,5000.0,26158000.0,298143000.0,21491000.0,175972000.0,,53449000.0,2004000.0,,449491000.0,,,85361000.0,8610000.0,58481000.0,,9547000.0,,,20599000.0,227427000.0,99394000.0,13990000.0,,,27851000.0,,502252000.0,,,444000.0,1975000.0,-1152000.0,1685000.0,-2732000.0,,,-21594000.0
ZUK,19825000.0,14640000.0,109000.0,2731000.0,2345000.0,67000.0,944000.0,-2058000.0,3000.0,679000.0,,1053000.0,,1053000.0,,853000.0,853000.0,30788000.0,1536000.0,34638000.0,,,1194000.0,56167000.0,23637000.0,21744000.0,,1398000.0,9388000.0,,91217000.0,31760000.0,1531000.0,,38244000.0,,18044000.0,,4794000.0,,,5018000.0,30298000.0,21744000.0,,,205000.0,10000.0,39283000.0,,1828000.0,573000.0,-4698000.0,4726000.0,8911000.0,,,-132000.0
